John Arne Riise var ukens gjest i FotballXtra. Han er bekymret for at drammenserne har trent for dårlig.,irrelevant
"– Jeg vet ikke hva de gjør hele uken på trening. I fotball er det lett å skylde på ting, men også at det blir for rolig på trening. At man ikke trener hardt nok. Det er ikke noe man merker med en gang, men du blir straffet til slutt.
                        Det kan ikke snus bare på en helg. Det tar lang tid å få tilbake. De har trent for dårlig og hatt for dårlig fokus på treningsarbeidet. Det er et eller annet som ikke stemmer, sier John Arne Riise.",quote
"– De gjør for mange personlige feil og blir straffet hver gang. Jeg husker de spilte fantastisk fotball og det kom en bølge med løp. Alt går feil vei nå, og selvfølgelig har fått seg en knekk. Det skal du ikke kimse av, det har ekstremt
                        mye å si i fotball.",quote
"Et skår i gleden for bursdagsbarnet Pellegrini var at Marko Arnautovic, som til tider terroriserte Everton-forsvaret, måtte forlate banen med en skade etter 65 minutter. Da hadde han nettopp scoret West Hams 3-1-mål.​",Injuries
"– Det er blytungt for Lillestrøm, som går på et tap, får Amundsen utvist og Erling Knudtzon går ut med skade, sier TV 2s fotballekspert Jesper Mathisen.",Injuries
" Se kampsammendraget i videovinduet øverst. 

",Ignore
" Se målene i Sportsnyhetene øverst!
",Ignore
"Mot Lillestrøm kom den endelig da han på nydelig vis satte inn 1-0, og i andreomgang hadde han muligheter til å score enda flere. Kevin Kabran doblet fra straffemerket, før Mathias Bringaker la på 3-0 etter pause.",Goal/Assist
"Adeleke Akinyemi ble hentet for om lag ti millioner kroner fra Ventspils i august, men scoringene har latt vente på seg.",Transfer
"Allerede etter fem minutters spill tok Start ledelsen ved Akinyemi, som rundlurte Marius Amundsen og satte inn 1-0 for kristiansanderne.",Goal/Assist
Kevin Kabran var sikker og satte inn 2-0 mot Lillestrøm med ti spillere.,Goal/Assist
"– Han har vist at han duger, sier TV 2s fotballekspert Jesper Mathisen.",quote
Start - Lillestrøm 3-0,Ignore
"Start tok en livsviktig 3-0-seier mot Lillestrøm, som måtte spille store deler av kampen med ti spillere etter utvisningen av Marius Amundsen etter 19 minutter.",Rodt/gult kort
"– Vi er ikke tre mål bedre enn Lillestrøm, men tilfeldighetene gjorde det sånn, sier Start-trener Kjetil Rekdal til Eurosport.",quote
"– Det var en kamp som var utrolig spesiell. Det skjer utrolig mye det første kvarteret, og det som skjer der blir avgjørende for kamp. En marerittstart for vår del med målene, straffen, rødt kort og Erling Knudtzon skadet på bare ti minutter, sier LSK-trener Jörgen Lennartsson til TV 2.",quote
Resultatet gjør at Start går forbi nettopp Lillestrøm og opp på kvalifiseringsplass. Lillestrøm ligger nå på direkte nedrykk.,Club details
"– Adeleke Akinyemi har vært lovende i perioder i enkelte kamper, men målene har manglet. Han var nær sist. Han scoret mye i Europaliga-kvaliken for sin forrige klubb, så han har vist at han duger. Alle som er glade i Kristiansand, Sørlandet og Start håper han er målscoreren Start har trengt, sier TV 2s fotballekspert Jesper Mahtisen.",quote
"– Mannen som ble hentet for mange, mange millioner på overgangsvinduets siste dag har startet nedbetalingen. Det er en strålende prestasjon. Han kjørte karusell med en Lillestrøm-forsvarer. Marius Amundsen forsvant langt ut på den
                        glatte banen i Kristiansand, sa TV 2s ekspert Jesper Mathisen i FotballXtra-studio.",quote
"Ti minutter senere hadde Marcus Pedersen en avslutning i tverrliggeren, men i det Lillestrøm presset på for utligning, ble Herolind Shala lagt i bakken av Marius Amundsen innenfor 16-meteren.",sjanse
"Start fikk straffespark og Amundsen ble utvist, selv om det først var Simen Kind Mikalsen som feilaktig ble vist det røde kortet.",Rodt/gult kort
"– Helt korrekt. Så lenge det er holding, så er det ikke et ærlig forsøk, sier TV 2s fotballekspert Jesper Mathisen.",quote
"Douglas Costa svarte med å sette albuen i ansiktet på Di Francesco, før han skallet til Sassuolo-spilleren. Costa var heldig og fikk først kun gult kort av dommeren.",Rodt/gult kort
"Venstrebacken satt knottene i bakhodet på Theo Walcott, men dommer nøyde seg med et gult kort.",Rodt/gult kort
Ukraineren fikk æren av å sette ballen i det tomme nettet i sin første Premier League-start.,Goal/Assist
"Flott scoring, men fryktelig svakt av Evertons målvakt.",Goal/Assist
"Det var Everton som hadde initiativet i kampen og presset på for scoring, men bakover lakk de som en sil.",Club details
"Juventus' innbytter, som var livlig etter å ha kommet innpå i andreomgang, ble taket hardt av Federico Di Francesco i forkant av Sassuolos redusering til 1-2.",Goal/Assist
På overtid av første omgang fikk blåtrøyene sin redusering. Da hadde Marcos Silva nettopp gjort et offensivt bytte da Morgan Schneiderlin måtte vike vei for lille Bernard som ble hentet gratis i sommer.,Goal/Assist
"Evertons forsvarere trakk nok et lettelsens sukk da Arnautovic måtte forlate banen bare tre minutter etter scoringen. Spissen pådro seg en skade i en duell, og ble erstattet med Michail Antonio.",Injuries
Andreomgang startet like heseblesende som den første. Etter 60 minutter satt den igjen for bortelaget. Obiang og Arnautovic kombinerte nydelig enda en gang og åpnet opp Everton-forsvaret.,Goal/Assist
Cristiano Ronaldo måtte gå frustrert og målløs av banen i sine tre første kamper for Juventus etter sommerens overgang.,Player details
"– Jeg var litt engstelig, med alt som skjedde etter at jeg forlot Real Madrid for å komme hit, men det er slik livet er, sier Ronaldo etter kampen ifølge AS.",quote
– Det er menneskelig å være slik. Av og til kan vi ikke kontrollere angsten vår.,quote
"– Men jeg er fornøyd. Jeg vet at jeg jobbet godt, og at målene ville komme. Jeg setter pris på lagkameratene mine, som har hjulpet meg mye med å tilpasse meg den italienske serien.",quote
Endelig løsnet det for Ronaldo: Scoret to mål i Juventus-seier,Goal/Assist
"Det var en lettet Ronaldo som kunne juble for mål, men 33-åringen kunne og burde scoret enda flere i søndagens kamp.",Goal/Assist
"– Jeg ble overrasket av reaksjonen hans. Vi har sluppet inn et mål, fått et rødt kort og en suspensjon vil bli langvarig.",Rodt/gult kort
"I det 65. spilleminutt tok Juventus godt vare på en kontringsmulighet. Emre Can avanserte fremover og slapp ballen til Ronaldo, som fra litt skrått hold satte ballen i det lengste hjørnet til sitt andre mål for ettermiddagen.",Goal/Assist
"Et snaut kvarter før slutt burde Ronaldo ha fullført sitt hat-trick på innlegget fra Douglas Costa, men en svak avslutning gikk utenfor mål. Få minutter senere kunne han scoret igjen, men nok en gang skjøt han utenfor.",sjanse
" Se målene i Sportsnyhetene øverst!
",Ignore
Se skrekkskaden i Sportsnyhetene øverst.,Ignore
Juventus - Sassuolo 2-1,Ignore
"På overtid kokte det over i Torino. Khouma Babacar headet først inn 1-2-reduseringen for gjestene, men det kom for sent.",Goal/Assist
"Så kokte det over for Douglas Costa i en situasjon like før reduseringen. Etter å ha blitt taklet av Federico Di Francesco, satte Costa albuen i Di Francesco, før han skallet mot Sassuolo-spilleren. Før avspark spyttet han på Di Francesco,
                        og det hele endte med at han ble utvist like før kampslutt.",Rodt/gult kort
"Juventus, som har vunnet ligaen de sju siste sesongene, topper Serie A med full pott etter fire runder. Napoli følger på andreplass med ni poeng etter like mange kamper.",Club details
"De siste to årene, i Nordsjælland, har nemlig vært tunge. Fellah har knapt spilt kamper. Sist han startet en kamp før Sandefjord-returen, var 27. september 2017.",Club drama
SANDEFJORD (VG) Han har slitt benken og følt seg glemt i hjemlandet. Som Sandefjord-spiller vil Mohamed Fellah (29) bevise for det norske folk at han fortsatt har det i seg.,Ignore
"– Jeg har ikke angret ett sekund, sier Fellah til VG.",Ignore
– Hvor ser du for deg selv de neste årene?,Transfer
"Nå håper Fellah at returen til norsk fotball og Sandefjord kan få fart på karrieren igjen. For selv om han har blitt 29 år, er teknikeren klar på at han har mer å komme med som fotballspiller.",Ignore
Revansjelysten Fellah har følt seg glemt: – Jeg har fortsatt mer å komme med,Personal drama
"Den kreative midtbanespilleren, som fikk med seg to A-landskamper for Norge i 2013, ble spådd en stor framtid i sine yngre dager. Men til tross for at han faktisk har 66 kamper i Superligaen på samvittigheten, har ikke karrieren skutt fart slik Fellah håpet på da han forlot Vålerenga til fordel for Esbjerg i 2013.",Player details
"Rosenborg-speider Hallvar Thoresen er mannen bak finsiktingen av Issam Jebali. Den gamle landslags- og PSV-kapteinen anbefalte sterkt at Rosenborg gjorde det de kunne for å få en avtale med tunisieren, som spilte i Elfsborg i Sverige.",irrelevant
"– Siden mars måned intensiverte vi interessen for Jebali. Så slo vi til. Men folk sa det var «årets bom-kjøp», sier Bjørnebye - ironisk.",quote
"– Det er helt sikkert 10 ganger opp og ned med fly den siste tiden, sier matchvinneren.",quote
Rosenborg går en hektisk periode i møte. Stig Inge Bjørnebye sier at klubben utelukkende ser på det tøffe kamp-programmet som positivt.,Ignore
Vinner selv på dårlige dager - se video under her: ,Ignore
"I en jevn og god kamp i Oslo søndag kveld, ble altså tunisieren nok en gang avgjørende. VIF tok ledelsen, Rosenborg utlignet - og gikk selv i ledelsen, før det så ut som Amin Nouris utligningsmål til 2–2 skulle bli det siste.",Goal/Assist
"– Da vi fikk corneren på overtid, så trodde jeg på seier, sier Stig Inge Bjørnebye. Og corneren ekspederte Issam Jebali i mål.",Ignore
"– Det er derfor de kjøpte meg, sier tunisieren. Han virker helt rolig av oppstyret, mener han vet hva han kan. Han er ikke overrasket over noen ting.",Ignore
"– Jeg visste at jeg kom til en klubb der det forventes titler. Og de fikk en spiller som forventer å vinne. Vi passer sammen, sier Jebali.",Ignore
Litt lenger bort i intervjusonen står hovedtrener Rini Coolen og snakker om det ene poenget som ble til tre. Alle har dårlig tid. Rosenborg skal rekke et fly.,Ignore
Det handler om å komme seg fort hjem. Sånn at de får maksimal oppladning til de neste kampene.,Ignore
Rosenborgs sportslige leder er svært imponert over det Jebali har prestert i svart og hvitt så langt. Fire mål på seks kamper lar seg høre. Og enda mer imponerende blir det når vi hører hva Jebali har drevet med den siste tiden: Han har nemlig vært mer i luften enn han har vært på bakken.,Goal/Assist
"– Jeg tror først det er Kind Mikalsen som gjør forseelsen, så jeg gir han gult kort først, så det røde, men får raskt på øret at jeg bommer på både farge og spiller. Siden det er en åpenbar scoringsmulighet er det klink rødt, sier Hobber Nilsen.",Rodt/gult kort
En scoring fra tidligere Brann-back Amin Nouri og en misbrukt kjempesjanse fra RBKs Yann-Erik de Lanlay i sluttminuttene - og det så ut som Brann og Rosenborg skulle stå like i poeng før de åtte siste kampene.,Goal/Assist
"Kampen levde, vippet. Så fikk RBK corner, fem minutter ut i 2. omgang, og presset av Anders Konradsen, stusset Enar Jääger balen i eget mål, uten mulighet for Adam Larsen Kwarasey.",Goal/Assist
"– Fra halvspilt sesong og ut, spiller vi dobbelt så mange kamper som Brann. Vi har minimum 15 kamper, kanskje både 16 og 17, mer enn Brann siden juli og ut sesongen. Men vi ser på dette som en fordel, sier Bjørnebye.",quote
"– Seriemesterskapet skal vi vinne, hører vi Rini Coolen si.",quote
"Og med matchvinnere som Issam Jebali i stallen, er det ikke sikkert at den påstanden blir feil til slutt.",irrelevant
"SØR ARENA (VG) (Start – Lillestrøm 3–0) I løpet av femten minutter fikk Lillestrøm straffe i mot seg, rødt kort, og Erling Knudtzon måtte ut med skade. Nå ligger gultrøyene under streken. LSK-trener Jørgen Lennartsson avfeier krise i klubben.",Injuries
Lillestrøm er nå under streken åtte runder før slutt. I bunnkampen i Kristiansand ble de knust 3–0. Marius Amundsen ble utvist og nøkkelspiller Erling Knudtzon måtte ut med skade. ,Injuries
Se situasjonen der dommer Hobber Nilsen gir rødt kort til feil spiller:,Ignore
Ivar Hoff har regnet seg fram til at kun åtte prosent av Norges befolkning husker at Lillestrøm ikke spilte i øverste divisjon. Han tror det antallet kan bli mye høyere i november.,Ignore
Lillestrøm har vært i bunnstriden de siste årene. Hoff sier at han venter på at det skal gå galt en dag.,Ignore
Han mener at kvaliteten på Start-Lillestrøm var som en OBOS-ligakamp.,Ignore
 Se høydepunktene fra kampen mot Start: ,Ignore
"I Eurosports studio oppsummerte tidligere landslagskeeper, Thomas Myhre, Romerike-lagets innsats slik:",Ignore
Erling Knudtzon synes ikke Lillestrøm fortjente bedre i dag: ,Ignore
Ranet på overtid: – Spillene er utrolig skuffet,irrelevant
"RANHEIM (VG) (Ranheim-Strømsgodset 1–1) Med ett av de siste sparkene på ballen reddet Tokmac Nguen (24) poeng for Strømsgodset, og snudde glede til fortvilelse blant hjemmelagets spillere.",irrelevant
Ranheim så ut til å gå mot sin første seier på det nylagte kunstgresset. Men to minutter på overtid ødela en driblekonge fra Kenya moroa.,irrelevant
"– Spillerne er utrolig skuffet. Hva skal jeg kalle det? «Ransskuffet». Ikke over prestasjonen, for dette var opp imot det beste vi kan. Det så ut til å holde til tre poeng. Når vi først har seieren i lomma, to minutter på overtid, så skal vi greie å ri det unna, sier Ranheim-trener Svein Maalen, til VG.",quote
"Med ledelse 1–0 og et bortelag som tok stadig større sjanser offensivt, hadde hjemmelaget flust av sjanser til å drepe kampen med et kontringsmål.",irrelevant
Se hvordan Start senket LSK her:,Ignore
"– Kampen blir for oppjaga og vi har ballen altfor lite på slutten. Aller mest ligger det i at vi burde scoret 2-0 på en av de mange kontringsmulighetene vi hadde. Vi skal straffe dem mye hardere der, og ikke søle bort sjansene.",quote
"I stedet for at Ranheim punkterte kampen, fikk kampens store spiller, Tokmac Nguen, sin fjerde gode scoringsmulighet.",sjanse
"– Hvis det var noen som skulle score i denne kampen her, så var det meg. Jeg hadde mange sjanser, og burde scoret to til, sier Nguen til VG.",quote
Da det gjenstod ett minutt av overtiden fikk bortelaget en siste sjanse til å ta med seg et viktig bortepoeng.,irrelevant
"Klareringen fra Ranheim-forsvaret havnet hos feil person, for hjemmelagets del.",irrelevant
"– Jeg skjønte det med en gang jeg traff ballen med vrista at den kom til å gå inn. Det var et veldig viktig poeng, sier Nguen.",quote
Godset-leder Jostein Flo var også fornøyd med sin reddende kenyanske engel.,irrelevant
"Poenget gjør at «Godset» har tre poeng ned til Start, som ligger på kvalifiseringsplass.",Club details
"– Vi spilte en grei bortekamp, og hadde bra struktur defensivt. Vi har lett for å score mål, men slipper inn for mye mål. Jeg er godt fornøyd med ett poeng.",quote
Strømsgodset fikk en kanonstart på bortekampen. Før tre minutter var spilt hadde drammenserne kommet til tre gode avslutningsmuligheter. Nærmest var laget da Ranheim-back Aslak Fonn Witry reddet en avslutning på streken.,sjanse
"– Jeg så en åpning, og prøvde meg på lengste. Men så fikk én av dem en fot på ballen, sier Nguen, om den første sjansen.",quote
"Så fikk Ranheim endelig tak i ballen, og endret kampbildet totalt.",irrelevant
I de neste 87 minuttene handlet det meste om Ranheim.,irrelevant
"Sakte, men sikkert tok hjemmeballen kontroll over kampen, og tok seg god tid til å bygge opp angrep på angrep bakfra, slik laget har blitt kjent for – og hyllet for.",irrelevant
"En utoverskrudd Ranheim-corner landet på lengste, der Eirik Valla Dønnem fikk et kne på ballen. Ballen spratt inn mot målet, der Helmersen, som fikk sjansen i Michael Karlsens skadefravær, ventet.",sjanse
"Etter flere nesten-angrep som bare så vidt fikk hjemmefansen opp på beina, var spissreserve Andreas Helmersen på riktig sted til riktig tid.",irrelevant
"Helmersen hadde flere gode muligheter til å bli både to- og tremålsscorer, men enn så lenge stillingen sto seg på 1–0, var det håp om poeng for bortelaget.",sjanse
"Da håpet var i ferd med å renne ut i sanden, fikset Nguen biffen.",irrelevant
Nå er det kun en historisk bragd som kan berge plassen for Sandefjord,Club details
"– Ett poeng her er sannsynligvis ikke nok. Samtidig kan vi ikke slutte å tro. Vi har vist bedring hver eneste uke den siste tiden og kommer ikke til å gi oss før det er definitivt over, sier Sandefjord-trener Marti Cifuentes til VG.",quote
"Etter poengdelingen mot Bodø/Glimt har Sandefjord hele syv poeng opp til Start på kvalifiseringsplass. Hittil i år, på 22 kamper og åtte serierunder før sesongen er over, har Sandefjord bare plukket 13 poeng.",Club details
Lagets to neste bortekamper er mot gulljagende Brann og Rosenborg.,Club details
"I de ni foregående utgavene av Eliteserien, som alle har hatt 16 lag, har det aldri skjedd tidligere at et lag med så få poeng etter 22 serierunder har unngått nedrykk til 1. divisjon.",irrelevant
"– Så la oss være det første laget til å gjøre det da, sier Sandefjord-trener Cifuentes når han konfronteres med historikken av VG.",quote
– Hva taler for at dere skal snu det?,quote
"Sandefjords Mohamed Fellah, som vendte tilbake til norsk fotball i sommer, nekter å gi opp før det er matematisk umulig.",irrelevant
"– Man leser hele tida at ingen har troa, men jeg spiller her og har hundre prosent troen. Jeg spiller her og ser hvordan spillerne og trenerne jobber hver eneste dag. Jeg har troa helt fram til regnestykket sier at det er umulig å berge plassen, sier Fellah.",quote
Ohi irritert på Sandefjord:,irrelevant
I selve kampen mot Bodø/Glimt var det Mohamed Fellah og Sandefjord som tok initiativet fra start av. Det til tross for at et voldsomt regnskyll i Sandefjord gjorde det svært vanskelig å spille fotball spesielt i førsteomgang.,irrelevant
"–  Det ble litt mye parodi, spesielt i førsteomgang. Da var det vanskelig å spille fotball, sier Bodø/Glimt-trener Kjetil Knutsen, som dessuten undret seg dessuten over at det ble spilt en showkamp som oppladning til Eliteserie-oppgjøret.",quote
"– Jeg tror vel ikke akkurat at banen ble bedre av det, kommenterte Knutsen.",quote
"Selv om ballen tidvis stoppet opp og det ble vanskelig å sette fart framover, klarte Sandefjord å trille en del ball det første kvarteret. Hjemmelaget tok initiativet fra start av og allerede etter fem minutter ropte kaptein Håvard Storbæk etter straffespark etter et høyt spark i feltet, men dommer Trygve Kjensli vinket spillet videre.",irrelevant
To mål av Espen Ruud - og Sarpsborg gikk på sitt fjerde strake tap,Goal/Assist
Odd lot Sarpsborg trille ball - og scoret selv mål i 1. omgang.,Goal/Assist
Vi fulgte kampen live,Ignore
Etter 12 minutter var det derimot Stabæk som var farlig frempå. Ronald Hernandez la inn lavt fra dødlinjen og på bakerste stolpe dukket Moussa Njie opp. Men vingen sleivet ballen til side for mål. ,sjanse
Gjestene klarte imidlertid ikke holde på ledelsen lenge. Bare tre minutter senere viste Mohamed Fellah glimt av gammel klasse da han mottok ballen like utenfor 16 meter. Med sin gode venstrefot banket han ballen ned i hjørnet og til 1–1.,Goal/Assist
"Daniel Berntsen kunne gitt Tromsø en drømmestart etter fire minutter, men avslutningen fra 12–13 meter etter et innlegg fra Gjermund Åsen, gikk over mål. ",sjanse
"Tromsø burde nok ledet 1–0 etter 18 minutter da de fikk frispark like utenfor boksen. Og Valakaris menn overrasket alle med en innøvd variant som ble slått mot bakerste stolpe, og headet tilbake til Mikael Ingebrigtsen, men skuddet fra 11 meter ble stoppet av en meget god Marcus Sandberg i Stabæk-målet. ",sjanse
Sammen med målmannen Sondre Rossbach var han hovedmannen bak Odd-triumfen. ,irrelevant
"Mens østfoldingene presterer med bravur i Europa, går det alt annet enn bra i den hjemlige serien. Denne gang ble Odd for sterke hjemme i Sarpsborg - og torsdag venter Besiktas i Europa League.",Club details
"– Det er litt uvirkelig, fantastisk moro, sa Espen Ruud til Eurosport etterpå.",quote
– Jeg har bra selvtillit på de frisparkene!,quote
"– Ruud har vært veldig god i hele år - etter en liten nedtur i fjor da han savnet Bentley, sa Odd-sjef Dag-Eilev Fagermo til Eurosport etter seieren.",quote
– En sterk høst. Vi kan bli høsten lag.,quote
08-kapteinen Joachim Thomassen opplever klubbens verste periode siden han kom.,irrelevant
"– Dette er ræva. Vi er dritt lei av å tape fotballmatcher. Vi slipper inn to dødballmål. Det er muligheter som vi kan unngå, sa han til sa.no etterpå.",quote
"– Vi får det ikke til å gå fort nok på den siste tredjedelen, sa sarpetrener Geir Bakke.",quote
"– Jeg blir presset, så det er deilig å se den gå inn, sa Ruud til Eurosport i pausen.",quote
"– Målscorer-formen er bra, konstaterte han til Eurosport.",quote
"Elbasan Rashani hadde en dobbelsjanse til å øke til 2–0, men begge ganger sto  Vasjutin i veien.",sjanse
"– Veldig solid, var kommentaren fra Odd-sjef Dag-Eilev Fagermo i pauseintervjuet på Eurosport.",quote
Odd spilte for første gang med 17-åringen Joshua Kitolano fra start.,Club details
"– Han får jeg nok ikke beholde så lenge, innrømmet trener Fagermo etterpå.",quote
"Inn mot pause dabbet det hele veldig av. I det hele tatt var det en jevn, sjansefattig og kjedelig førsteomgang som ble servert i Sandefjord.",irrelevant
"Selv om Sandefjord åpnet best, var 0–0 til pause for så vidt greit.",irrelevant
I Italia: Så du denne spyttingen?,irrelevant
"Mens førsteomgang var svært kjedelig, bølget spillet i langt større grad fram og tilbake etter dette. Begge lag hadde gode sjanser til å stikke av med seieren, spesielt helt på tampen av kampen.",irrelevant
Nevnte Mohamed Fellah – som etter VGs mening var kampens beste spiller -  kunne sendt Sandefjord i ledelsen på en god mulighet tre minutter før slutt.,Player details
Samtidig kunne Vegard Moberg absolutt ha sikret Bodø/Glimt 2–1 på en kjempesjanse like etter det igjen.Totalt sett var uansett poengdeling greit nok ut ifra spill og sjanser i Sandefjord.,sjanse
"– Vi er litt skuffet over ett poeng her hjemme, men slår vi Brann neste uke tipper jeg alle har glemt den skuffelsen, sier Sandefjord-trener Marti Cifuentes.",quote
Scoringen var Dembélés tredje i ligaen for den katalanske storklubben.,Goal/Assist
(Juventus-Sassuolo 2–1) Som i sin siste sesong for Real Madrid hadde Cristiano Ronaldo 27 forsøk før han endelig scoret for Juventus.,Goal/Assist
"33-åringen brukte 320 minutter på å score sitt første ligamål for Juventus, men i den fjerde ligakampen løsnet det:",Player details
* 2–0: Pen scoring med venstrebeinet ned i hjørnet for keeper. Fint spilt frem av Emre Can.,Ignore
* 1–0: Ronaldo kunne prikke inn ballen fra kort hold etter at en forsvarsspiller hadde rotet det til etter corner.,Ignore
"Portugiseren var også nær hattrick, men misset på et par store sjanser. Han var dessuten rasende over at han ikke fikk et straffespark, men det ble med to scoringer og 2–1-seier for Juventus.",Goal/Assist
* 311 for Real Madrid.,Ignore
* 84 for Manchester United.,Ignore
* 3 for Sporting.,Ignore
* 2 for Juventus.,Ignore
Ifølge FIFA er Ronaldo dermed oppe i 400 ligamål på 517 kamper:,Player details
